보관소(대여소)명,상세주소,위도,경도
 대림동현대2차 201동 앞,영등포구 대림동 640-2,37.50300598,126.8938294
 여의도역2번출구 앞,여의도동 의사당대로 88,37.52260971,126.9230118
 신한금융투자 앞,여의대로 70,37.52508926,126.9240799
 하이투자증권 앞,여의대로 66,37.52464294,126.9234238
 U레지던스 앞,영등포로 383,37.51382446,126.9209366
 영등포역5번출구,경인로 846,37.51669312,126.9080734
 여의도 삼부아파트,여의도동 30-2,37.52539444,126.9304581
어울림병원 앞,영등포로 384-1,37.51350021,126.9208679
보라주유소 앞,신길동 70-23,37.51319885,126.923523
당산역11번출구,당산동5가 14-4,37.53363037,126.9014587
장훈고 앞,신길동 195-3,37.51156998,126.9139786
더리브오피스텔 앞,영등포동1가 94-4,37.51791763,126.9125977
포레나 당산,영등포구 당산동2가 45-5,37.52195358,126.8955078
H타워 앞,영등포구 버드나루로15,37.52024078,126.9124527
로프트시티오피스텔,영등포구 영등포로244,37.51906204,126.9083939
영등포아트홀 앞,국회대로596,37.52668381,126.9001923
LG트윈타워 앞,여의대로 128,37.52834702,126.9300842
건영상가 앞,도림로323,37.50611877,126.9016113
 노들역 1번출구,서울특별시 동작구 노량진로 지하 238,37.51284409,126.9524689
 사육신공원앞,서울특별시 동작구 노량진로 191,37.51335907,126.9480591
 유한양행앞,서울특별시 동작구 노량진로 74,37.51293945,126.9342423
 노량진근린공원 대방공원,서울특별시 동작구 여의대방로44길 20,37.5093689,126.9280701
 보라매역 8번출구,서울특별시 동작구 상도로 지하 2,37.50007629,126.9210815
 대림사거리(동작상떼빌아파트),서울특별시 동작구 시흥대로 634,37.48836136,126.9062271
 장승배기역 5번출구,서울특별시 동작구 상도로 지하 188,37.50585175,126.9393616
 신대방삼거리역 6번출구쪽,서울특별시 동작구 상도로 지하 76,37.49985504,126.9295654
 신대방삼거리역 3번출구쪽,서울특별시 동작구 상도로 지하 76,37.49964523,126.9270935
 장승배기역2번출구뒷편쪽,서울특별시 동작구 상도로 지하 188,37.50449753,126.9389877
 상도역 1번출구,서울특별시 동작구 상도로 지하 272,37.50217819,126.948204
 흑석역 1번출구,서울특별시 동작구 현충로 지하 90,37.50938034,126.9636154
 흑석역 4번출구,서울특별시 동작구 현충로 지하 90,37.50858688,126.9634934
 중앙대학교 정문 1,서울특별시 동작구 흑석로 47,37.50704193,126.9591522
 이수역 11번출구쪽,서울특별시 동작구 사당로 지하 310,37.48550797,126.9816208
 사당동 아르테스 웨딩앞,서울특별시 동작구 동작대로 지하 3,37.48149109,126.9815826
 사당역 7번출구쪽,서울특별시 동작구 동작대로 지하 3,37.47689056,126.9805756
 정금마을 마을버스정류장,서울특별시 동작구 동작대로 66-29,37.49466324,126.9824448
 동작역 5번출구 동작주차공원,서울특별시 동작구 현충로 지하 220,37.50318909,126.97715
 동작역 7번출구,서울특별시 동작구 현충로 지하 220,37.50318146,126.9760895
 비계 버스정류소,서울특별시 동작구 현충로 151,37.5063591,126.9690781
 사당중학교 버스정류소,서울특별시 동작구 사당로 169,37.48683548,126.9680481
 삼일초등학교 인근,서울특별시 동작구 사당로23나길 27,37.48907852,126.9735642
 노량진역 5번출구,서울특별시 동작구 노량진로 지하 130,37.51324844,126.9399719
 삼익아파트,서울특별시 동작구 만양로 84,37.51054764,126.9448471
 동작구민 체육센터,서울특별시 동작구 여의대방로16길 53,37.49449921,126.9165268
 상도 아이파크 아파트,서울특별시 동작구 장승배기로 26,37.5008812,126.9417496
 동작경찰서,서울특별시 동작구 노량진동 113-7 ,37.5135231,126.9435272
 보라매공원 정문,서울특별시 동작구 신대방동 395 ,37.49707794,126.9177933
 남성역3번출구 뒤,서울특별시 동작구 사당동 1131 ,37.48463058,126.97155
 한강 현대아파트 건너편,동작구 흑석동 27-83 ,37.50592804,126.9692307
 사당새마을금고,서울특별시 사당동 211-2 ,37.48665237,126.9678421
 흑석한강푸르지오 106동앞,서울특별시 동작구 흑석한강로 27,37.50535583,126.9661789
 서울시여성가족재단,서울특별시 동작구 여의대방로54길 18,37.51198959,126.9270859
 양문교회 앞,동작구 신대방동 607-8,37.48939896,126.9071121
 보라매역?동작세무서 버스정류장(강남중학교방면),서울특별시 동작구 여의대방로122,37.49766922,126.9198685
 총신대 앞(육교),동작구  사당동 1112,37.48815918,126.9664764
 숭실대 입구역3번 출구 앞,동작구  상도동 514,37.4966011,126.953682
 노량진역 2번 출구 앞,동작구  노량진동 67-3,37.51391983,126.9430695
 대림아파트 후문 상가 옆,동작구 사당로23길 137,37.48886871,126.9719086
 보라매 두산위브 건너편,동작구 여의대방로 74,37.49651337,126.9148026
노들나루공원 입구, 동작구 본동 258-49,37.51357651,126.9555512
노들역 3번출구, 동작구 노량진로 250-1,37.51193619,126.9541626
흑석 아크로리버하임(103동), 동작구 흑석동 143-57,37.51083755,126.9616318
중앙대학교 중앙광장, 동작구 흑석동 221-1,37.50667191,126.9577789
 대방지하보도(대방동경남아너스빌아파트), 동작구 대방동 341-15,37.51213455,126.9254379
7호선 이수역7번출구, 동작구 동작대로 89,37.4846077,126.9817963
흑석롯데캐슬에듀포레(107동), 동작구 흑석동 86-212,37.50470352,126.9607315
e편한세상 상도노빌리티 앞, 동작구 상도동 26-77,37.50456238,126.946785
강남중학교 앞, 동작구 대방동 466-45,37.50274277,126.9215775
삼일수영장 앞, 동작구 사당로27길 103,37.48712158,126.9743576
상도중앙하이츠빌 입구, 동작구 상도동 159-186,37.50024796,126.9497299
사당역10번출구(금강빌딩), 동작구 동작대로 29,37.4791069,126.9815064
기아자동차 사당점 앞, 동작구 사당로 272,37.48377991,126.9779205
 이수역9번출구, 동작구 사당동 147-141,37.48470306,126.9805908
흑석한강푸르지오(110동), 동작구 흑석동 336-7,37.50311279,126.9647141
상도SH빌아파트 입구, 동작구 상도로53길 70,37.50321198,126.9545975
숭실대학교(중문), 동작구 상도동 512-10,37.49550629,126.9563751
경문고등학교 앞, 동작구 동작동 산1-13,37.49150085,126.9824066
서울특별시 동작관악교육지원청,동작구 상도2동175-1,37.50251389,126.9406509
 상도효성해링턴플레이스,상도동25-41(마을버스정류소20803 옆),37.50543213,126.9415131
 흑석동효사정앞,흑석동143-57,37.51120377,126.9612808
 노량진근린공원,여의대방로36길71,37.50680542,126.9285049
 노량진1동 청소년독서실,만양로3길 8,37.50785828,126.9471359
 구로교 아래,신대방동 702-2,37.48500824,126.9035034
 신대방삼거리,보라매로 99,37.49845505,126.9279785
 우성아파트 앞,시흥대로 676,37.49157715,126.9088135
 중대후문 마을버스정류장,양녕로 282,37.50444412,126.9502564
 대방역2번출구,서울특별시 동작구노량진로10,37.51262665,126.9274139
 롯데캐슬 101동 앞,동작구 상도동 159-250,37.50157547,126.9459076
 이수성결교회 옆,동작구 동작동 산 28-4,37.49814987,126.9836884
 보라매공원역 2번출구,동작구 신대방동  385-18,37.49582291,126.9178162
 보라매병원역 1번출구,동작구 신대방동 395-61,37.49322128,126.9234314
 흑석동주민센터 입구,동작구 흑석동 25-21,37.50682831,126.9667358
 봉림교 교통섬,서울특별시 관악구 관천로 52,37.48408508,126.9268875
 신림동 우방아파트,서울특별시 관악구 관천로27길 2,37.4891777,126.9192734
 사당역 5번출구,서울특별시 관악구 남현동 1060-12,37.47608948,126.9813309
 미성동 신림체육센터,서울특별시 관악구 난곡로 295,37.48025131,126.9146042
 세이브마트,서울특별시 관악구 난곡로 210,37.47372818,126.9184036
 은천치안센터,서울특별시 관악구 봉천로 375,37.48334122,126.9431992
 은천로입구 가로공원,서울특별시관악구 봉천동 962,37.48620224,126.9358139
 조원동 미성아파트,서울특별시 관악구 시흥대로 560,37.48319244,126.9020309
 서울대입구역 1번출구,서울특별시 관악구 남부순환로 1830,37.48086929,126.9533157
 서울대입구역 마에스트로,서울특별시 관악구 남부순환로 지하 1822,37.4813385,126.9506455
 관악동작견인차량보관소,서울특별시 관악구 신사로 7,37.4846611,126.9039002
 관악구시설관리공단,서울특별시 관악구 남부순환로 1369,37.47991562,126.9028397
 에이스에이존빌딩,서울특별시 관악구 남부순환로 지하 1822,37.48170471,126.9508286
 중앙동 동진빌딩,서울특별시 관악구 관악로 217,37.48425674,126.9546967
 낙성대로 입구,서울특별시 관악구 남부순환로 1889,37.47805786,126.960495
 난곡종점,서울특별시 관악구 난곡로 99,37.46488571,126.9194794
 관악구청교차로,서울특별시 관악구 관악로 153,37.47916412,126.9525833
 낙성대 과학전시관,서울특별시 관악구 낙성대로 101,37.46905518,126.9581451
 영어마을 관악캠프,서울특별시 관악구 낙성대로 70,37.47198868,126.9584274
 신림역 5번출구,서울특별시 관악구 남부순환로 지하 1614,37.48440933,126.9289093
 신림역 8번출구,서울특별시 관악구 신림로 340,37.48450851,126.930069
 KT&G 관악지점,서울특별시 관악구 남부순환로 1675,37.48490143,126.9365311
 서울신성초등학교,서울특별시 관악구 신림로 114,37.4711647,126.9370194
 신림1교 교차로,서울특별시 관악구 신림로 270,37.47842789,126.9318619
 서울산업정보학교,서울특별시 관악구 신림로 67,37.4706955,126.9421997
 난우길입구,서울특별시 관악구 문성로 115,37.47777557,126.9167557
 은천초등학교 육교,서울특별시 관악구 은천로 69,37.48635864,126.9429245
 낙성대역 3번출구 뒤,서울특별시 관악구 남부순환로 지하 1928,37.47702789,126.9633942
 신림푸르지오아파트,서울특별시 금천구 남부순환로 1428,37.48072052,126.9093247
 인헌초교,서울특별시 관악구 봉천동 244-1 ,37.47509003,126.9592285
 관악우체국,서울특별시 관악구 남부순환로 1641,37.48476791,126.9328766
 JK장평타워,서울특별시 관악구 남부순환로 1943,37.47648239,126.9653626
 낙성대역 1번출구,서울특별시 관악구 남부순환로 1944,37.47629547,126.9649582
 봉천역 2번출구,서울특별시 관악구 남부순환로 1728,37.48218918,126.942131
 조원동 강남힐병원,서울특별시 관악구 남부순환로 1451,37.48152924,126.9120331
 서울대입구역 5번출구,서울특별시 관악구 남부순환로 1817,37.48154831,126.9520035
 나들목공원,서울특별시 관악구 신림로 41,37.46940613,126.9445114
 당곡사거리,서울특별시 관악구 보라매로 3,37.48974991,126.9274674
 삼성디지털프라자관악점,서울특별시 관악구 신림로 386,37.48856354,126.9284821
 신림동걷고싶은문화의거리입구,서울특별시 관악구 신림로 369,37.48730087,126.9287033
 보라매공원 보도육교,서울특별시 관악구 신사로 132,37.48899078,126.9163818
 신대방역 2번 출구,신림동 신대방역 2번출구,37.48712921,126.9130173
 서울대학교 정문,서울특별시 관악구 관악로 1 서울대학교,37.46709442,126.9493256
 양녕로 입구,남부순환로 1761,37.48218918,126.9461594
 동방1교,신림로 144,37.47182846,126.9339218
 구암초등학교 버스정류장,관악구 봉천동 490-9,37.48949051,126.9459229
 대학동 고시촌,서울특별시 관악구 신림로 97 밀라트,37.47046661,126.938652
 낙성대입구삼거리,남부순환로 1889,37.4788208,126.95961
 현대시장사거리,은천로 110,37.4867363,126.9475174
 봉천역 4번출구,남부순환로 1719,37.48275375,126.9414063
도원맨션,남부순환로 1699,37.48368835,126.9391556
대학동주민센터,신림로 115,37.47068787,126.9364853
은천교회,남부순환로 1654,37.48464584,126.9345093
 봉천역 3번출구,남부순환로 1700,37.4833107,126.9390259
사랑의병원,남부순환로 1868,37.47946548,126.9569321
신봉천주유소 A,남부순환로 1884,37.47877121,126.9586945
낙성대역 8번 출구,남부순환로 1939,37.47677612,126.9648666
서울신우초등학교,호암로 498,37.46214676,126.931778
영락고등학교,청룡16길 25,37.47662735,126.9436417
서울대입구역 4번 출구,참숯5길 7,37.48122025,126.9515762
 남서울중학교,남부순환로1537,37.48313141,126.9213562
 낙성대공원,낙성대로70 맞은편,37.47185516,126.9587174
 낙성대 교수아파트,낙성대로101 맞은편,37.46895981,126.9576569
 관악우체국 교차로,남부순환로1653,37.48497391,126.934372
 관악구민체육센터,낙성대로3길37,37.47288132,126.9600372
 신봉천주유소 B,남부순환로 1880,37.47888184,126.9584198
신사로입구,관천로91,37.48675156,126.9227219
 KT관악지점,남부순환로1774,37.48163223,126.9471893
 낙성대역 5번출구,남부순환로1921,37.47752762,126.9627686
 난곡사거리,남부순환로1483,37.48204803,126.9152451
 광일빌딩,남부순환로 2054,37.47639847,126.9768372
 관악 GSfresh,서울 관악구 쑥고개로 111,37.47909164,126.9494171
 은천교회 앞,서울 관악구 신림동 458,37.48857117,126.9213867
 서울대벤처타운역,신림동 110-10,37.4722023,126.9339066
 은천삼거리,관악로 227-1,37.48506546,126.9554596
"신림4,5동교",관천로72,37.48531723,126.9246597
 본마을 정류소 앞,서울특별시 서초구 본마을2길 2,37.4532814,127.0514832
청계산입구역 1번출구,서울특별시 서초구 청계산로 지하 179,37.44893646,127.0543747
 청계산입구역 2번출구,서울특별시 서초구 청계산로 지하 179,37.44765854,127.0550156
 내곡3단지 어린이공원 앞,서울특별시 서초구 청계산로9길 76,37.45375061,127.0593796
 언남초등학교 앞,서울특별시 서초구 헌릉로8길 42,37.45435715,127.0621033
 내곡파출소 뒤 정자,서울특별시 서초구 헌릉로 226,37.45440674,127.0649262
 반포1동 주민센터 앞,서울특별시 서초구 사평대로 지하 285,37.50509644,127.0131073
 서초구립반포도서관 앞,서울특별시 서초구 고무래로 34,37.50263596,127.0123138
서초현대4차아파트 201동 맞은편,서울특별시 서초구 고무래로 94,37.50065231,127.0186157
 고속터미널역 5번출구 앞,서울특별시 서초구 신반포로 지하 188,37.5022316,127.0022583
 신반포역 2번출구 앞,서울특별시 서초구 신반포로 지하 105,37.50411606,126.9974899
 반포종합운동장 입구,서울특별시 서초구 신반포로16길 30,37.5017128,126.9954758
아크로리버뷰 부지 앞,서초구 잠원동 78,37.51304626,127.0059586
" 고속터미널역 8-1번, 8-2번 출구 사이",서울특별시 서초구 신반포로 지하 188,37.50619888,127.0039444
 방일초교 마을버스 정류장,서울특별시 서초구 방배로 110,37.48561096,126.9946823
사당역 12번출구 뒤,서울특별시 동작구 동작대로 지하 3,37.47806931,126.9820328
 방배래미안 정문 앞,서울특별시 서초구 남부순환로 2183,37.47261047,126.9830093
백석예술대학교 제3캠퍼스 앞,서울특별시 서초구 방배로9길 23,37.4737587,126.9952469
 신동아럭스빌아파트 앞,서울특별시 서초구 방배로1길 9,37.47518158,127.0013886
방배열린문화센터 앞,서울특별시 서초구 서초대로 지하 103,37.48905182,126.9925232
뒷벌공원 옆,서울특별시 서초구 방배중앙로 131,37.48976898,126.986763
로고스교회 맞은 편,서울특별시 서초구 방배천로 126,37.48701096,126.9849625
이수역 4번 출구,서울특별시 동작구 사당로 지하 310,37.4858284,126.9826279
 삼성타운(삼성생명) A동 맞은편,서울특별시 서초구 서초대로 405,37.49691391,127.0249634
 서초신동아1차아파트 옆,서울특별시 서초구 효령로36길 22,37.49111176,127.0229569
KT 서초지사 앞,서울특별시 서초구 사평대로 73,37.48215866,127.0027008
서울남부터미널 대합실 입구,서울특별시 서초구 서초중앙로 지하 31,37.48455811,127.0148697
교대역 6번출구,서울특별시 서초구 서초대로 지하 294,37.49421692,127.0137863
양재전화국 사거리,서울특별시 강남구 논현로 201,37.48537827,127.0417023
양재역 11번 출구 앞,서울특별시 서초구 남부순환로 지하 2585,37.48398972,127.0341797
서울가정법원,서울특별시 서초구 강남대로 193,37.48149109,127.0367279
교육개발원입구 교차로,서울특별시 서초구 바우뫼로1길 35,37.47785187,127.0389099
양재초등학교 맞은편,서울특별시 서초구 바우뫼로18길 14,37.47361374,127.03051
 서울시 품질시험소 앞,서울특별시 서초구 태봉로 131,37.46920013,127.029007
섬들근린공원,서울특별시 서초구 태봉로2길 24,37.46263885,127.026619
 서초리슈빌S 글로벌 앞,서울특별시 서초구 양재대로2길 8,37.45995331,127.0247421
 우솔초등학교 맞은편,서울특별시 서초구 양재대로2길 74,37.45623398,127.0193481
 서초유치원 맞은편,서울특별시 서초구 양재대로2길 74,37.4557991,127.0162888
 더케이호텔 입구(양재2),서울특별시 서초구 바우뫼로12길 70,37.46750641,127.0344772
 잔디마을 마을버스 정류장,서울특별시 서초구 매헌로 16,37.46332169,127.0360413
양재시민의숲역(매헌) 1번출구,서울특별시 서초구 매헌로 지하 116,37.47016525,127.03862
양재동 꽃시장 입구,서울특별시 서초구 강남대로 27,37.46768951,127.0403595
 청계산 입구 삼거리,서울특별시 서초구 청계산로 10,37.46268845,127.0461121
구룡사 삼거리,서울특별시 강남구 논현로2길 22,37.47153854,127.0505905
 잠원역 3번-4번 출구사이,서울특별시 서초구 잠원로4길 지하 46,37.51298904,127.0111771
 바우뫼문화복지회관,서울특별시 서초구 바우뫼로 43,37.47192764,127.0268402
 이수역 1번출구,서울특별시 서초구 동작대로 134,37.48897171,126.9827194
 이수고가차도 남단,서울특별시 서초구 동작대로 204 청남빌딩,37.49474335,126.9830627
 서초역 3번출구,서울특별시 서초동 1748-14,37.49053955,127.0081635
 서초4동주민센터,서울특별시 서초동 1389,37.50231934,127.0222702
 주홍교 하부,서울특별시 잠원동 91-29,37.51034927,127.0160523
 서초포레스타 7단지,서울특별시 신원동 266,37.44896698,127.0577393
 내방역 8번출구 앞,서울특별시 서초구 방배로 162,37.48802185,126.9941177
 교대입구 교차로,서울특별시 서초동 1748-33,37.4873085,127.010582
 일동제약 사거리,서울특별시 양재동 67-12,37.47782898,127.038269
 양재시민의숲역 3번출구,서울특별시 양재동 316-11,37.4692421,127.0398254
 염곡치안센터 건너편,서울특별시 염곡동 260-1,37.46149445,127.0490723
 영동1교 (양재천근린공원),서울특별시 양재동 261-23,37.47438812,127.0389023
 길마중4교 하부,서울특별시 잠원동 84-3,37.51483917,127.0156021
 교대역 5번출구뒤,서울특별시 서초구 서초중앙로 130,37.49361801,127.014183
 서울서초고용센터앞,서울특별시 서초구 반포대로 43,37.48416138,127.0109711
 연세사랑병원신관앞,서울특별시 서초구 효령로 10,37.47597885,126.9862824
 방배래미안아트힐 101동앞,서울특별시 서초구 남부순환로 2311-12,37.47720337,127.0058365
 그룹한빌딩옆,서울특별시 서초구 서초대로 62,37.48652649,126.9891663
 CJ오쇼핑앞,서울특별시 서초구 과천대로 870-13,37.4681015,126.9868012
 LH서초3단지 301동 맞은편,서울특별시 서초구 양재대로2길 33,37.45742416,127.0226517
 탑성마을입구,서울특별시 서초구 탑성말길 2,37.4585495,127.0558853
 능안마을입구,서울특별시 서초구 능안말길 1-2,37.45561981,127.0671005
 안골마을입구,서울특별시 서초구 안골2길 3,37.45560837,127.0644531
 남태령역 2번출구,서울특별시 서초구 과천대로 810,37.46429825,126.9885254
 SPC 앞,서울특별시 서초구 남부순환로 2620,37.48479843,127.0369949
 두상빌딩 앞,서울특별시 서초구 언남길 87,37.47590637,127.0462418
 남부터미널역 1번출구,서울특별시 서초구 서초중앙로 38,37.485672,127.0159226
 래미안서초스위트앞,서울특별시 서초구 서운로 221,37.50241089,127.0216065
 한전아트센터 앞,서울특별시 서초구 효령로72길 60,37.48646927,127.0280609
 서초 포레스타5단지,신원동 347-6,37.45066071,127.0570602
 서초역1번출구 앞,서초동 1553-21,37.49195099,127.0085526
 반포1동 서초빌딩 앞,반포동 749-35,37.50381088,127.0213623
 신사역 4번출구 뒤,잠원동 88,37.51588058,127.0193024
 우성아파트사거리 (기업은행앞),서초동 1374,37.49325943,127.0295334
 LG유플러스 (방배사옥),방배동 980-53,37.47909164,126.9906769
 양재이스타빌 앞,양재동 4(양재동 3-14 앞),37.48297882,127.0422592
 심산기념문화센터,서초구 반포동 128-13,37.49836349,126.9911499
 JW타워,서초구 서초동 1748-45,37.48303986,127.0214615
 이수역 6번출구 앞,서초구 방배동 438-35,37.48366165,126.9823227
사평역 2번출구,서울시 서초구 반포동 30-5 ,37.50364304,127.0160217
서초초등학교 후문,서울시 서초구 서운로 178,37.49892807,127.0247269
본마을 노인복지센터 앞,서울특별시 서초구 본마을2길 2,37.45441818,127.052742
서초그랑자이 앞,서울특별시 서초구 효령로69길,37.48768234,127.0247879
서초동 현대아파트 앞,서울특별시 서초구 효령로70길,37.48731613,127.0248947
서초2교(사임당로 방면),서울특별시 서초구 사임당로137,37.49100876,127.0235214
서초1교 (진흥아파트 방면),서초구 서초동 1323-13,37.49593353,127.0217743
서초 크로바타워 앞,서초구 서초대로 347,37.49556351,127.0191803
뉴코아 킴스클럽 앞,서초구 잠원로 51,37.51019287,127.0072556
반포쇼핑타운 8동 앞,서초구 신반포로 219 반포쇼핑타운,37.50735092,127.0080185
반포쇼핑타운 2동 앞,서초구 신반포로 165 ,37.5056076,127.0021591
반포경남쇼핑 앞,서초구 신반포로 143 ,37.50478745,126.9999237
반포중학교 앞(세화여고 맞은편),서초구 신반포로67,37.50296021,126.9935989
우리은행 방배동지점 앞,서초구 방배로 183,37.48991776,126.9920807
삼호3차아파트 앞,서초구 방배동 757-3,37.4977951,126.9870682
멤피스아파트 앞,서초구 방배로 245,37.49420547,126.989357
국립국악원 앞,서초구 남부순환로 2364,37.47820282,127.0087814
한가람미술관 앞,서초구 남부순환로 2406,37.48087692,127.0145264
신반포역 3번출구 뒤,서초구 신반포로 ,37.50362396,126.9973221
서초종합체육관 입구,서초구 원지동 28,37.45899582,127.0413208
양재역 8번출구 앞,서초구 양재동,37.48257065,127.036438
사평리근린공원,서초구 잠원동 51,37.52026749,127.0152512
대한무역투자진흥공사 KOTRA 앞,서초구 헌릉로 13,37.46540833,127.0437775
반포천 앞,서초구 사평대로 108 ,37.49905014,126.996254
옛골 입구,청계산로 434,37.43097687,127.0703354
신논현타워 앞,서초구 강남대로 479,37.50508881,127.0239105
국립중앙도서관(국제회의장옆),반포동 산60-1,37.49721146,127.0042725
 반포래미안 리오센트,서초구 잠원로 104-2 구두수선대,37.51832199,127.0148087
반포1동 자율방범초소 옆,반포동 28-4,37.50847626,127.0167618
LH 서초 4단지 403동,우면동 788,37.45924759,127.0239029
양재동 꽃시장 건너편,양재동 351,37.46738434,127.0414581
 매헌역 2번출구앞광역버스 정류장앞(22-297),강남대로18길25(삼덕빌딩) 앞,37.47171783,127.038887
 서울고앞,서초동1526-1,37.48339462,127.0073624
 서일스포츠센터,서초동 1313-12,37.49801636,127.0222244
 서래공원 앞,반포동63-6,37.50150681,127.003479
 고투몰 gate 15옆,반포동20-45,37.50723267,127.0094528
 서초케이타운앞,신원동 산63,37.45766449,127.0593185
 염곡동(염통골) 입구,서울특별시 서초구 헌릉로 73 서초경찰서 염곡치안센터,37.46220779,127.0486755
 반포미도2차아파트 옆,반포동60-1,37.50320435,127.0065308
 반포종합운동장,반포동15-2,37.49979782,126.9964676
 탑성마을 버스정거장 옆,염곡동 189-19,37.45916748,127.0554428
 이투스교육 앞,서초동 1354-3,37.48389053,127.0290527
 고속터미널역 3번출구,반포동 118-3,37.50365829,127.0059433
 양재근린공원,양재동 310-6,37.47039795,127.0424118
 방배역 2번 출구,방배동 981-16,37.48116684,126.9975891
 삼성전자R&D어린이집 뒤,서초구 성촌 1길 20,37.46559143,127.021843
 신영체르니 아파트,서울 서초구 논현로27길 57,37.47901154,127.0414429
 내곡도서관,신원동 328,37.45199966,127.0539169
서울추모공원 입구,서초구 원지동 산83-9(추모공원내),37.45429993,127.0428314
 세화고등학교,서초구 반포동 753,37.50209427,126.9914703
 몽마르뜨공원입구,서초구 동광로 몽마르뜨공원 입구,37.4928894,127.0026474
 SC제일은행 양재동지점 앞,강남대로 251 해동빌딩앞,37.48573685,127.0331574
 이수교차로,서초구 방배동 752-37,37.49817276,126.9844818
 서울고등학교 건너편,서초구 서초동 1487-1,37.48285294,127.0059738
 인재개발원 데이터센터,서초구 서초동 391,37.4801178,127.0218048
서울교육청 교육연수원 앞,서초구 방배동 490-4,37.473423,126.9977722
우면산등산로입구,서초구 방배동 산 33-2,37.47691727,127.0061112
새정이마을 버스정류장 앞,서초구 새정길 4,37.43474579,127.0659485
방배래미안아트힐아파트 앞,서초구 남부순환로 2311-12,37.47730637,127.0059204
영동1교 북단,서초구 양재동 105-20,37.47555923,127.0382614
헌인릉 입구,서초구 내곡동 1-3244,37.46066284,127.0812988
 현대고등학교 건너편,서울특별시 강남구 압구정로 134,37.52407074,127.0217896
 교보타워 버스정류장(신논현역 3번출구 후면),서울특별시 강남구 봉은사로 지하 102,37.5055809,127.0242767
 논현역 10번출구,서울특별시 강남구 학동로 지하 102,37.51137161,127.0214615
 대현그린타워,서울특별시 강남구 언주로 626,37.5116272,127.0356522
 MCM 본사 직영점 앞,서울특별시 강남구 언주로 734,37.52064133,127.0345078
 압구정역 2번 출구 옆,서울특별시 강남구 압구정로 지하 172,37.5271225,127.028717
 압구정 한양 3차 아파트,서울특별시 강남구 압구정로 321,37.52838135,127.0390167
 압구정파출소 앞,서울특별시 강남구 압구정로 311,37.52930069,127.0355988
 청담역(우리들병원 앞),서울특별시 강남구 학동로 443,37.51890182,127.0493851
 청담동 맥도날드 옆(위치),서울특별시 강남구 학동로 지하 508,37.52361298,127.0401764
 학동로 래미안 아파트 앞,서울특별시 강남구 학동로 지하 508,37.51777267,127.0430222
 청담역 13번 출구 앞,서울특별시 강남구 영동대로 703,37.52058029,127.0563278
 금원빌딩 앞,서울특별시 강남구 도산대로 539,37.52511597,127.0524674
 청담나들목입구,서울특별시 강남구 영동대로128길 59,37.52101517,127.0601502
 봉은사역 5번출구 옆,서울특별시 강남구 봉은사로 지하 601,37.51424789,127.0611191
 삼성역 8번출구,서울특별시 강남구 영동대로 502,37.50957489,127.0634079
 삼성도로공원,서울특별시 강남구 영동대로112길 66,37.51588821,127.0662003
 삼성중앙역4번출구(문화센터더 리빌),서울특별시 강남구 봉은사로 531,37.51357651,127.0550308
 포스코사거리 서측(수협 삼성동 지점),서울특별시 강남구 테헤란로 435,37.50660706,127.0546799
 도곡역 대치지구대 방향,서울특별시 강남구 남부순환로 지하 2814,37.4919281,127.0569687
 학여울역 사거리,서울특별시 강남구 남부순환로 지하 3104,37.49611664,127.0694428
 삼성역 3번 출구,서울특별시 강남구 테헤란로 534,37.50809097,127.0631027
 주식회사 오뚜기 정문 앞,서울특별시 강남구 영동대로 308,37.50221252,127.0672073
 천주교 대치 2동 교회 옆,서울특별시 강남구 도곡로 540,37.50043869,127.0662231
 대치삼성아파트 앞 교차로,서울특별시 강남구 도곡로 447,37.4986496,127.0593185
 대치동 삼성로,서울특별시 강남구 삼성로 350,37.50239563,127.0587997
 뱅뱅사거리 랜드마크타워 앞,서울특별시 강남구 강남대로 308,37.49055099,127.0314636
 르네상스 호텔 사거리 역삼지하보도 7번출구 앞,서울특별시 강남구 언주로 506,37.50321198,127.0427322
 르네상스호텔사거리 역삼지하보도 2번출구,서울특별시 강남구 테헤란로 지하 156,37.50235748,127.04319
 역삼월드메르디앙아파트 앞,서울특별시 강남구 도곡로 183,37.49219894,127.0394592
 동영문화센터앞,서울특별시 강남구 언주로 337,37.49805069,127.0446014
 선릉역3번출구,서울특별시 강남구 선릉로 435,37.50400925,127.0490799
 양재역 3번출구 주변,서울특별시 강남구 강남대로 240,37.48515701,127.0340729
 삼호아파트 2동 ( 간선도로),서울특별시 강남구 선릉로 지하 228,37.49375916,127.0458984
 3호선 매봉역 3번출구앞,서울특별시 강남구 남부순환로 2748,37.48676682,127.0467606
 강남세브란스교차로 래미안그레이튼 104동 앞,서울특별시 강남구 선릉로 지하 228,37.49423599,127.0474625
 대모산입구역 2번출구 앞,서울특별시 강남구 영동대로 101,37.49207687,127.0719757
 현대아파트 정문 앞,서울특별시 강남구 언주로 107,37.48326111,127.0522995
 삼호물산버스정류장(23370) 옆,서울특별시 강남구 논현로 82,37.47750854,127.0451737
 일원역 4~5번 출구 사이,서울특별시 강남구 일원로 127,37.4833107,127.0849381
 대청역 1번출구 뒤,서울특별시 강남구 개포로 623,37.49400711,127.0795136
 세곡사거리 대왕파출소 앞,서울특별시 강남구 헌릉로 623,37.46531677,127.1077271
